timestamp,age_range,env_growth,worldview,activity_primary,regular_practices,household_size,gender_assigned,gender_identity,edu_level,income_bracket,socioec_status,college_name,awe_scale_1,awe_scale_2,awe_scale_3,awe_scale_4,awe_scale_5,awe_scale_6,awe_scale_7,awe_scale_8,awe_scale_9,awe_scale_10,awe_scale_11,awe_scale_12,control,trigger_moved_1,trigger_moved_2,trigger_moved_3,trigger_moved_4,trigger_moved_5,trigger_moved_6,trigger_moved_7,trigger_moved_8,trigger_moved_9,trigger_moved_10,trigger_phys_1,trigger_phys_2,trigger_phys_3,trigger_phys_4,trigger_phys_5,trigger_phys_6,trigger_phys_7,trigger_phys_8,trigger_phys_9,trigger_interpersonal_1,trigger_interpersonal_2,trigger_interpersonal_3,trigger_interpersonal_4,trigger_interpersonal_5,trigger_spiritual_1,trigger_spiritual_2,trigger_spiritual_3,trigger_spiritual_4,trigger_interpersonal_6,trigger_interpersonal_7,trigger_interpersonal_8,trigger_interpersonal_9,trigger_spiritual_5,trigger_spiritual_6,trigger_spiritual_7,trigger_spiritual_8,trigger_phys_10,trigger_phys_11,trigger_phys_12,trigger_phys_13,chills_ability,chills_freq,is_uw_student,college_type
4/17/2026 19:15:29,19-21,Highly urban,Religious/Theistic,Extracurricular Activities,Artistic Creation,3-5,Male,Male,Undergraduate,0-50K,Upper middle class,Seattle University,5,3,4,4,5,4,4,2,3,1,3,1,3,3,2,2,5,2,3,3,1,3,2,,4,4,1,2,2,3,3,3,4,4,3,3,3,4,4,3,2,4,2,3,4,2,5,5,4,1,1,1,4,1,2,0,WA State Private
4/17/2026 19:16:05,19-21,Suburban,Agnostic/Secular,Student Clubs,"Artistic Creation, Regular Immersion in Nature",3-5,Male,Male,Associates Degree,0-50K,Middle class,University of Washington,4,4,3,4,3,3,4,2,2,3,3,3,3,4,4,4,4,3,5,4,2,5,4,3,4,4,2,2,2,,4,3,4,4,3,2,4,3,5,2,2,4,3,3,4,4,2,3,3,2,3,3,4,0,3,1,WA State Public
4/17/2026 19:18:06,19-21,Highly urban,Atheist/Naturalist,Studying,,3-5,Female,Female,Undergraduate,0-50K,Upper middle class,University of Washington,5,4,4,3,4,3,2,3,4,3,4,1,3,4,4,3,3,2,3,3,1,4,4,5,3,2,5,1,2,3,3,2,5,4,4,5,5,2,4,3,4,4,2,4,4,3,2,3,3,4,4,4,5,0,,1,WA State Public
4/17/2026 19:18:33,19-21,Suburban,Religious/Theistic,Studying,Meditation/Mindfulness,3-5,Male,Male,High school Diploma/GED,0-50K,Low middle class,University of Washington,4,3,5,4,4,4,3,3,4,3,5,2,3,5,4,3,5,2,4,3,2,5,4,4,3,3,4,3,4,3,4,3,4,5,3,2,3,4,4,3,1,4,2,2,4,2,5,3,3,4,4,3,4,0,3,1,WA State Public
4/17/2026 19:19:13,17-18,Suburban,Spiritual but not Religious,Studying,Artistic Creation,6+,Female,Female,Associates Degree,0-50K,Low middle class,University of Washington,5,3,3,4,5,1,3,2,1,4,3,2,3,2,3,3,2,3,5,5,3,5,2,4,3,4,5,2,2,2,3,3,2,1,1,3,3,4,4,3,2,4,4,3,3,2,1,2,3,3,2,4,3,0,2,1,WA State Public
4/17/2026 19:20:22,17-18,Suburban,Agnostic/Secular,Social Events,Artistic Creation,3-5,Female,Female,Associates Degree,0-50K,Upper middle class,University of Washington,4,4,5,5,2,2,4,2,4,5,4,2,3,5,4,3,3,4,5,4,1,2,2,4,2,2,4,2,2,2,4,3,2,4,4,2,2,1,2,1,5,4,2,3,1,1,1,1,1,1,1,3,4,1,1,1,WA State Public
4/17/2026 19:25:29,19-21,Suburban,Atheist/Naturalist,Studying,,3-5,Female,Female,High school Diploma/GED,0-50K,Middle class,University of Washington,4,4,4,4,4,2,4,4,5,5,3,2,3,5,5,5,5,5,5,5,1,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,1,4,3,3,2,2,5,3,1,1,5,1,2,1,WA State Public
4/17/2026 19:25:41,19-21,Rural/Remote,Atheist/Naturalist,Studying,Artistic Creation,3-5,Female,Female,High school Diploma/GED,0-50K,Low middle class,University of Washington,1,4,5,4,5,5,5,5,5,3,4,2,3,5,5,4,5,1,4,5,1,5,1,2,3,5,4,4,4,4,4,4,5,5,3,5,5,1,3,1,5,5,4,2,3,2,1,3,3,2,2,3,3,1,3,1,WA State Public
4/17/2026 19:26:17,19-21,Suburban,Atheist/Naturalist,Extracurricular Activities,Meditation/Mindfulness,6+,Female,Female,High school Diploma/GED,0-50K,Upper middle class,University of Washington,5,5,5,5,4,3,5,5,5,2,5,2,3,4,5,5,5,1,4,5,1,5,1,5,5,5,5,2,3,4,5,5,4,4,3,3,5,3,5,2,3,5,2,2,4,2,2,3,2,3,3,3,3,0,3,1,WA State Public
4/17/2026 19:26:20,19-21,Suburban,Religious/Theistic,Extracurricular Activities,Meditation/Mindfulness,3-5,Female,Female,High school Diploma/GED,0-50K,Middle class,University of Washington,4,5,5,5,5,2,4,5,2,1,3,2,3,5,5,5,5,1,5,5,1,4,1,3,3,4,4,4,4,4,4,5,3,3,3,4,5,4,5,3,2,5,1,2,5,2,2,3,4,2,3,5,4,0,,1,WA State Public
4/17/2026 19:27:15,22-24,Suburban,Agnostic/Secular,Extracurricular Activities,"Meditation/Mindfulness, Breath work",3-5,Female,Female,High school Diploma/GED,0-50K,Upper middle class,University of Washington,4,4,5,4,3,3,4,3,1,3,2,3,3,4,3,4,4,2,5,4,2,4,3,2,2,2,3,3,2,2,1,2,2,2,4,2,4,2,4,1,5,4,2,4,2,1,1,1,1,3,2,4,4,0,2,1,WA State Public
4/17/2026 19:27:48,19-21,Suburban,Religious/Theistic,Studying,"Meditation/Mindfulness, Yoga/Martial Arts, Regular Immersion in Nature",3-5,Female,Female,Undergraduate,100K+,Upper middle class,University of Washington,4,3,4,3,4,2,3,3,1,1,2,2,3,5,5,5,5,1,5,5,5,4,3,3,4,3,5,2,5,5,4,4,5,5,4,2,5,4,5,2,1,5,2,3,3,1,4,1,2,2,2,1,3,0,1,1,WA State Public
4/17/2026 19:27:55,19-21,Rural/Remote,Religious/Theistic,Student Clubs,,6+,Female,Female,Undergraduate,0-50K,Low middle class,University of Washington,3,4,4,4,3,4,2,2,4,2,4,2,3,4,5,3,3,1,4,3,2,3,2,4,3,4,2,2,2,3,2,3,4,3,3,4,4,3,3,2,2,4,3,3,4,1,4,3,4,3,3,4,4,0,2,1,WA State Public
4/17/2026 19:29:12,19-21,Suburban,Atheist/Naturalist,Studying,,3-5,Male,Male,High school Diploma/GED,0-50K,Upper middle class,University of Washington,4,4,4,4,4,4,3,3,4,2,4,2,3,4,4,4,4,2,4,3,2,3,2,4,3,4,4,2,4,4,4,3,4,2,5,5,3,2,3,1,4,4,3,2,3,1,1,2,1,2,1,4,3,0,2,1,WA State Public
4/17/2026 19:30:55,19-21,Rural/Remote,Religious/Theistic,Studying,,3-5,Female,Female,Associates Degree,50-70K,Middle class,University of Washington,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,3,3,3,,,,3,1,WA State Public
4/17/2026 19:32:34,19-21,Suburban,Spiritual but not Religious,Studying,,6+,Male,Male,High school Diploma/GED,0-50K,Low middle class,Seattle Central College,4,4,4,4,4,5,4,4,,2,2,,3,,3,3,4,2,4,4,3,,3,4,,3,4,3,3,,4,2,3,3,3,4,4,3,5,4,2,3,2,4,,1,3,2,,,,,,,,0,Community College
4/17/2026 19:33:19,17-18,Suburban,Religious/Theistic,Studying,Yoga/Martial Arts,6+,Male,Male,High school Diploma/GED,0-50K,Middle class,University of Washington,4,5,4,4,3,3,3,2,2,1,3,3,3,5,3,3,4,2,5,4,1,4,1,4,4,4,4,3,4,4,3,4,3,4,4,4,3,4,4,4,2,4,3,2,4,3,3,1,2,2,2,2,2,1,2,1,WA State Public
4/17/2026 19:33:46,19-21,Rural/Remote,Religious/Theistic,Studying,"Meditation/Mindfulness, Regular Immersion in Nature",6+,Female,Female,High school Diploma/GED,0-50K,Low middle class,University of Washington,5,4,4,3,4,1,3,4,2,1,3,3,3,3,4,4,3,4,5,5,1,4,1,4,3,3,3,4,3,4,5,5,4,2,4,2,3,5,5,5,1,5,1,3,3,1,5,4,1,3,1,3,4,0,3,1,WA State Public
4/17/2026 19:34:11,19-21,Suburban,Spiritual but not Religious,Studying,Artistic Creation,6+,Female,Female,Associates Degree,0-50K,Upper middle class,University of Washington,4,4,3,3,3,2,3,2,3,2,3,2,3,4,4,2,5,1,4,5,1,5,3,5,3,4,3,3,3,4,3,3,4,3,3,2,3,3,4,3,2,3,2,4,4,3,4,4,3,4,3,3,4,0,2,1,WA State Public
4/17/2026 19:34:52,19-21,Suburban,Religious/Theistic,Student Clubs,"Breath work, Regular Immersion in Nature",6+,Female,Female,High school Diploma/GED,0-50K,Poverty,University of Washington,5,4,5,5,4,5,5,3,2,3,3,3,3,4,5,5,5,1,4,4,2,5,2,4,2,2,4,3,3,4,4,4,4,3,4,4,4,4,4,2,2,5,2,2,4,4,5,5,5,5,2,5,5,1,4,1,WA State Public
4/17/2026 19:35:14,19-21,Suburban,Religious/Theistic,Studying,"Meditation/Mindfulness, Regular Immersion in Nature",3-5,Female,Female,High school Diploma/GED,100K+,Upper middle class,University of Washington,4,4,4,4,4,3,3,3,4,4,3,2,3,4,4,4,4,2,5,5,2,4,2,4,3,3,3,2,2,3,3,3,5,4,3,3,4,3,4,2,3,3,2,3,4,3,3,2,3,3,3,3,4,0,2,1,WA State Public
4/17/2026 19:35:54,19-21,Rural/Remote,Religious/Theistic,Studying,,6+,Female,Female,Undergraduate,0-50K,Low middle class,University of Washington,4,3,3,3,4,3,4,5,4,3,4,3,3,5,5,5,5,1,5,5,2,4,2,5,4,5,5,3,2,3,4,3,4,5,2,4,3,5,5,4,1,5,3,5,5,2,5,4,4,4,5,5,5,0,2,1,WA State Public
4/17/2026 19:38:28,19-21,Suburban,Atheist/Naturalist,Extracurricular Activities,,3-5,Female,Female,Undergraduate,0-50K,Upper middle class,University of Washington,4,3,5,4,4,4,4,4,4,2,4,2,3,4,4,4,4,2,3,4,2,5,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,2,3,4,2,2,3,4,3,4,4,4,0,1,1,WA State Public
4/17/2026 19:39:34,19-21,Rural/Remote,Religious/Theistic,Studying,Meditation/Mindfulness,3-5,Female,Female,High school Diploma/GED,0-50K,Low middle class,University of Washington,5,5,3,3,3,2,4,2,2,2,4,2,3,4,4,4,4,1,5,5,1,5,2,2,4,4,5,4,1,4,4,4,4,2,3,3,3,3,2,2,3,3,2,4,2,1,3,2,2,3,2,2,2,1,2,1,WA State Public
4/17/2026 19:40:19,22-24,Suburban,Spiritual but not Religious,Social Events,"Meditation/Mindfulness, Yoga/Martial Arts, Artistic Creation",3-5,Female,Female,Undergraduate,100K+,Middle class,University of Washington,5,2,2,4,4,3,4,2,5,5,5,3,3,3,2,3,5,2,5,2,2,2,2,2,2,3,3,3,1,2,2,1,5,5,5,5,2,2,3,4,3,4,2,3,4,4,3,5,5,3,1,1,3,0,1,1,WA State Public
4/17/2026 19:44:53,19-21,Suburban,Religious/Theistic,Student Clubs,"Meditation/Mindfulness, Regular Immersion in Nature",6+,Female,Female,High school Diploma/GED,0-50K,Middle class,University of Washington,5,4,4,3,4,2,4,2,2,1,2,3,3,4,4,4,4,1,4,4,2,4,2,4,3,4,4,1,3,3,5,4,3,3,4,4,4,3,5,4,1,4,2,2,4,1,5,3,3,3,2,4,5,0,2,1,WA State Public
4/17/2026 19:45:19,25-30,Rural/Remote,Other,Work,,3-5,Male,Male,Undergraduate,50-70K,Low middle class,University of Washington,5,5,5,5,5,3,4,5,5,5,5,1,3,5,5,5,5,1,5,5,1,5,1,5,5,5,5,1,5,5,5,5,3,4,5,4,5,5,5,5,3,5,2,4,4,3,3,3,5,3,3,4,4,1,2,1,WA State Public
4/17/2026 19:46:03,19-21,Suburban,Religious/Theistic,Extracurricular Activities,Artistic Creation,3-5,Female,Female,High school Diploma/GED,0-50K,Middle class,University of Washington,4,4,4,4,4,3,4,4,2,3,2,3,3,2,4,3,4,1,5,4,1,5,2,3,3,3,2,3,3,3,3,3,3,3,4,3,3,2,4,2,3,4,3,4,3,2,3,2,3,2,2,2,3,0,2,1,WA State Public
4/17/2026 19:49:57,19-21,Suburban,Agnostic/Secular,Student Clubs,,3-5,Female,Female,High school Diploma/GED,0-50K,Low middle class,University of Washington,5,1,5,3,4,2,2,2,1,2,2,2,3,2,4,2,2,2,3,4,2,4,2,4,4,2,3,2,3,2,2,2,3,2,4,2,2,2,4,2,4,2,3,2,2,2,2,2,2,2,2,2,4,0,1,1,WA State Public
4/18/2026 10:37:20,25-30,Highly urban,Religious/Theistic,Studying,,3-5,Female,Female,Graduate,0-50K,Middle class,University of Washington,4,5,5,5,3,5,5,3,3,2,4,4,3,5,5,5,2,4,3,5,1,1,4,5,3,4,2,2,3,3,1,2,3,3,5,3,2,1,3,1,2,5,1,1,1,2,2,2,4,5,1,5,4,0,1,1,WA State Public
4/19/2026 12:29:57,19-21,Suburban,Other,Extracurricular Activities,"Meditation/Mindfulness, Artistic Creation",3-5,Female,Female,High school Diploma/GED,50-70K,Upper middle class,University of Washington,4,4,4,4,4,4,5,5,3,3,4,3,3,4,5,3,4,2,4,4,3,4,2,4,3,4,4,3,3,4,4,4,3,3,2,2,3,3,3,2,3,3,3,3,4,2,3,2,4,2,2,2,3,1,4,1,WA State Public
4/23/2026 11:50:13,22-24,Suburban,Spiritual but not Religious,Work,"Breath work, Regular Immersion in Nature",<=2,Female,Other,High school Diploma/GED,0-50K,Upper middle class,University of Washington,5,4,5,5,4,3,5,4,5,4,4,3,3,4,4,5,5,1,4,4,2,5,1,5,2,4,4,1,2,4,4,3,5,4,5,2,4,4,5,4,1,4,1,3,5,5,2,4,3,3,3,3,4,1,4,1,WA State Public
4/23/2026 12:53:33,17-18,Suburban,Atheist/Naturalist,Social Events,"Meditation/Mindfulness, Yoga/Martial Arts, Regular Immersion in Nature",3-5,Female,Female,High school Diploma/GED,0-50K,Upper middle class,University of Washington,5,5,4,5,2,4,4,2,5,4,4,1,3,5,4,5,5,5,3,5,1,5,2,5,5,3,5,1,4,2,5,3,4,5,3,5,3,2,5,1,5,4,2,3,2,1,1,2,3,3,3,4,5,0,2,1,WA State Public
4/23/2026 16:42:22,19-21,Suburban,Religious/Theistic,Student Clubs,Artistic Creation,3-5,Female,Female,High school Diploma/GED,,Middle class,University of Oregon,4,4,3,3,5,2,4,3,5,4,4,2,3,3,4,4,4,1,5,4,1,4,2,3,4,3,4,4,3,2,3,3,3,3,3,4,3,5,4,2,1,4,4,3,2,1,5,3,2,2,2,2,4,0,2,0,Out-of-State Public
4/24/2026 12:31:53,19-21,Suburban,Spiritual but not Religious,Studying,"Artistic Creation, Regular Immersion in Nature",<=2,Female,Other,High school Diploma/GED,70-90K,Upper middle class,University of Washington,5,4,5,3,4,4,5,5,2,3,3,2,3,3,3,3,3,1,4,5,1,4,1,4,3,1,1,2,2,2,2,2,4,3,3,3,3,3,3,1,4,4,2,5,4,2,3,3,3,3,2,2,5,0,1,1,WA State Public
4/29/2026 22:59:50,25-30,Highly urban,Spiritual but not Religious,Work,Regular Immersion in Nature,3-5,Female,Female,High school Diploma/GED,0-50K,Poverty,,5,3,5,5,3,5,4,4,2,5,3,2,3,3,4,3,3,1,2,5,4,2,2,5,4,4,5,1,3,4,4,3,5,3,3,2,3,4,3,2,1,5,2,3,4,4,1,3,5,2,1,1,3,0,2,0,Other/Multiple
4/29/2026 23:02:55,25-30,Suburban,Agnostic/Secular,Work,,3-5,Female,Female,Undergraduate,50-70K,Low middle class,University of Washington,4,3,4,4,3,4,4,4,5,3,5,2,3,4,5,4,5,1,4,4,3,5,1,3,3,2,2,1,1,3,2,1,3,2,2,3,4,2,3,1,2,3,2,3,4,1,3,3,4,3,2,4,5,0,3,1,WA State Public
4/29/2026 23:18:54,22-24,Highly urban,Religious/Theistic,Studying,"Meditation/Mindfulness, Breath work",<=2,Male,Male,Graduate,70-90K,Middle class,University of Washington,5,4,5,5,5,3,1,1,1,1,1,1,3,4,3,5,5,1,4,5,1,5,3,5,5,5,5,2,3,3,3,4,4,3,5,4,4,3,5,2,3,5,1,3,3,3,3,3,3,1,1,1,1,1,2,1,WA State Public
4/29/2026 23:39:43,17-18,Rural/Remote,Religious/Theistic,Studying,,3-5,Female,Female,High school Diploma/GED,0-50K,Low middle class,,3,4,3,4,3,2,2,1,3,3,4,2,3,3,4,3,3,3,3,3,1,3,3,3,2,3,3,4,3,3,3,4,3,4,4,3,4,4,4,4,1,4,2,3,4,1,5,3,2,3,2,2,2,0,3,0,Other/Multiple
4/29/2026 23:43:26,25-30,Suburban,Atheist/Naturalist,Extracurricular Activities,Meditation/Mindfulness,3-5,Male,Male,Undergraduate,0-50K,Low middle class,University of Washington,4,5,5,4,5,2,4,2,2,1,2,4,3,4,4,2,5,2,5,5,2,5,2,2,5,5,4,1,4,5,4,5,5,4,5,5,5,2,5,2,5,5,3,4,4,1,2,5,5,4,4,4,4,0,1,1,WA State Public
4/29/2026 23:48:02,25-30,Highly urban,Religious/Theistic,Work,Artistic Creation,3-5,Female,Female,Graduate,50-70K,Poverty,University of Washington,4,4,4,3,3,3,4,4,5,2,4,2,3,5,5,4,5,2,3,4,2,3,3,4,3,5,5,4,2,3,2,3,5,5,3,5,3,3,2,2,2,3,1,3,4,3,4,4,3,2,2,4,4,1,3,1,WA State Public
4/30/2026 0:32:31,25-30,Highly urban,Spiritual but not Religious,Social Events,"Meditation/Mindfulness, Artistic Creation, Regular Immersion in Nature",3-5,Female,Female,Undergraduate,0-50K,Low middle class,University of Washington,4,2,5,5,5,5,5,5,2,1,3,1,3,5,5,5,5,1,5,5,1,3,1,5,3,5,2,2,3,5,3,2,4,3,5,5,5,3,1,4,1,5,1,3,5,5,1,5,3,3,1,2,5,0,1,1,WA State Public
4/30/2026 6:04:02,25-30,Rural/Remote,Agnostic/Secular,Work,,3-5,Male,Male,Undergraduate,50-70K,Low middle class,,2,4,4,4,4,2,2,1,3,4,2,2,3,2,2,2,3,3,3,2,2,3,2,4,3,3,4,2,3,2,2,2,3,4,4,4,4,1,1,1,5,4,2,4,3,1,2,1,2,1,1,1,1,0,3,0,Other/Multiple
4/30/2026 6:59:01,22-24,Highly urban,Spiritual but not Religious,Work,Artistic Creation,<=2,Female,Female,Graduate,0-50K,Low middle class,University of Washington,4,2,4,4,5,1,4,4,3,1,4,2,3,4,5,4,4,1,4,4,1,2,1,4,2,5,4,3,2,3,1,2,4,2,4,2,4,1,5,2,3,4,2,3,3,2,4,4,2,3,3,4,4,0,2,1,WA State Public
4/30/2026 7:32:38,25-30,Suburban,Atheist/Naturalist,Studying,,3-5,Female,Female,Undergraduate,0-50K,Low middle class,University of Washington,4,3,3,3,2,1,2,1,4,2,4,2,3,2,3,2,4,3,4,4,1,2,2,4,4,4,4,2,2,4,4,4,4,1,4,1,2,1,3,1,5,4,4,2,2,1,1,1,1,1,1,1,4,0,1,1,WA State Public
4/30/2026 7:41:02,22-24,Highly urban,Agnostic/Secular,Work,Artistic Creation,<=2,Female,Female,Undergraduate,50-70K,Low middle class,University of Washington,5,4,5,4,4,2,5,3,1,2,2,3,3,5,5,4,5,1,4,5,1,4,2,4,3,3,3,2,4,2,4,2,2,4,4,2,2,3,3,1,4,4,2,2,2,1,1,2,2,2,2,2,4,0,1,1,WA State Public
4/30/2026 7:57:57,25-30,Suburban,Atheist/Naturalist,Work,,<=2,Female,Female,Undergraduate,50-70K,Upper middle class,University of Washington,4,2,3,3,4,2,2,2,4,2,3,2,3,4,4,3,4,1,4,4,2,3,2,2,3,3,4,2,3,3,4,4,4,3,2,4,4,2,4,2,3,4,3,4,4,1,2,4,3,2,2,2,2,0,1,1,WA State Public
4/30/2026 8:00:10,25-30,Near large bodies of water/Nature,Religious/Theistic,Extracurricular Activities,"Regular Immersion in Nature, None",6+,Female,Female,High school Diploma/GED,100K+,Middle class,,5,5,5,4,4,5,5,3,5,3,3,3,3,4,4,4,4,2,3,3,2,4,3,3,4,5,5,4,4,4,3,4,5,5,3,3,3,4,4,3,3,4,3,3,4,3,4,4,4,3,3,4,4,0,3,0,Other/Multiple
4/30/2026 8:34:43,25-30,Suburban,Spiritual but not Religious,Work,,<=2,Female,Other,Associates Degree,50-70K,Low middle class,South Seattle College ,5,4,3,5,3,4,4,3,4,4,2,3,3,4,4,4,4,1,3,4,2,3,2,4,3,3,4,3,4,4,3,3,4,3,2,4,4,2,4,2,3,4,3,3,3,3,2,4,3,3,3,4,4,0,2,0,Community College
4/30/2026 8:37:52,22-24,Suburban,Religious/Theistic,Work,Regular Immersion in Nature,3-5,Male,Male,Graduate,70-90K,Middle class,University of Washington,3,4,4,4,4,1,2,2,2,2,3,2,3,3,4,2,3,3,4,5,1,4,4,4,4,4,5,1,3,4,2,3,4,4,4,4,3,5,5,4,1,5,3,4,4,1,5,5,4,3,3,3,5,1,3,1,WA State Public
4/30/2026 9:04:22,25-30,Highly urban,Spiritual but not Religious,Work,,3-5,Female,Female,Undergraduate,70-90K,Low middle class,University of Washington,5,5,5,5,5,1,4,1,5,3,5,1,3,5,4,2,2,4,3,5,1,3,1,5,5,5,5,2,5,5,2,1,5,4,3,5,5,2,1,1,3,5,2,5,3,2,2,4,5,3,2,3,5,0,2,1,WA State Public
4/30/2026 19:23:50,25-30,Suburban,Atheist/Naturalist,Work,,3-5,Female,Female,Graduate,100K+,Low middle class,Washington state University ,5,3,5,3,4,1,4,1,2,3,2,2,3,4,4,4,4,1,3,2,1,,2,4,3,2,3,2,2,3,3,3,4,3,3,3,4,1,2,1,5,3,1,1,2,1,1,2,2,1,2,1,4,1,2,0,Other/Multiple
4/30/2026 20:22:34,25-30,Highly urban,Atheist/Naturalist,Work,Regular Immersion in Nature,<=2,Female,Female,Undergraduate,70-90K,Middle class,University of Washington,4,4,4,4,4,3,4,3,4,3,3,2,3,4,4,4,4,2,3,4,4,3,2,4,3,3,3,3,3,3,3,3,3,3,4,4,4,2,3,1,5,5,2,3,3,2,2,3,2,3,3,4,4,1,4,1,WA State Public
